Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
NC_050659.1,genomic DNA,151678,Lomatogonium perenne,928660-1,Gentianaceae,Lomatogonium,perenne,,False,Lomatogonium perenne
NC_050673.1,genomic DNA,156158,Acer sterculiaceum,781519-1,Sapindaceae,Acer,sterculiaceum,,False,Acer sterculiaceum
NC_071827.1,genomic DNA,159627,Saraca dives,517892-1,Fabaceae,Saraca,dives,,False,Saraca dives
NC_071828.1,genomic DNA,159117,Rhodoleia parvipetala,430751-1,Hamamelidaceae,Rhodoleia,parvipetala,,False,Rhodoleia parvipetala
NC_071829.1,genomic DNA,161196,Brachychiton acerifolius,822254-1,Malvaceae,Brachychiton,acerifolius,,False,Brachychiton acerifolius
NC_028409.1,genomic DNA,160095,Corymbia henryi,986339-1,Myrtaceae,Corymbia,henryi,,False,Corymbia henryi
NC_028410.1,genomic DNA,159994,Corymbia torelliana,986335-1,Myrtaceae,Corymbia,torelliana,,False,Corymbia torelliana
NC_052866.1,genomic DNA,181335,Corydalis inopinata,672293-1,Papaveraceae,Corydalis,inopinata,,False,Corydalis inopinata
NC_052867.1,genomic DNA,158954,Syzygium malaccense,601907-1,Myrtaceae,Syzygium,malaccense,,False,Syzygium malaccense
NC_052868.1,genomic DNA,152403,Cirsium arvense var. arvense,77231604-1,Asteraceae,Cirsium,arvense,arvense,False,Cirsium setosum
NC_052869.1,genomic DNA,113762,Cuscuta nitida,267567-1,Convolvulaceae,Cuscuta,nitida,,False,Cuscuta nitida
NC_052870.1,genomic DNA,105066,Cuscuta africana,267262-1,Convolvulaceae,Cuscuta,africana,,False,Cuscuta africana
NC_052917.1,genomic DNA,158573,Syndiclis anlungensis,468671-1,Lauraceae,Syndiclis,anlungensis,,False,Syndiclis anlungensis
NC_069940.1,genomic DNA,154333,Buddleja caryopteridifolia,545711-1,Scrophulariaceae,Buddleja,caryopteridifolia,,False,Buddleja caryopteridifolia
NC_069942.1,genomic DNA,154198,Buddleja myriantha,545828-1,Scrophulariaceae,Buddleja,myriantha,,True,Buddleja myriantha
NC_069943.1,genomic DNA,154189,Buddleja bhutanica,545937-1,Scrophulariaceae,Buddleja,bhutanica,,False,Buddleja bhutanica
NC_030347.1,genomic DNA,154728,Arabidopsis croatica,997554-1,Brassicaceae,Arabidopsis,croatica,,False,Arabidopsis croatica
NC_030350.1,genomic DNA,154366,Arabidopsis suecica,277966-1,Brassicaceae,Arabidopsis,suecica,,False,Arabidopsis suecica
NC_035517.1,genomic DNA,139190,Alloeochaete namuliensis,386983-1,Poaceae,Alloeochaete,namuliensis,,False,Alloeochaete namuliensis
NC_035528.1,genomic DNA,137056,Pratochloa walteri,60476560-2,Poaceae,Pratochloa,walteri,,False,Eragrostis walteri
NC_035546.1,genomic DNA,157240,Schima wallichii,60457200-2,Theaceae,Schima,wallichii,,False,Schima wallichii
NC_022814.1,genomic DNA,156413,Kalopanax septemlobus,90968-1,Araliaceae,Kalopanax,septemlobus,,False,Kalopanax septemlobus
NC_038150.1,genomic DNA,166151,Gymnosphaera podophylla,17397240-1,Cyatheaceae,Gymnosphaera,podophylla,,True,Alsophila podophylla
NC_039435.1,genomic DNA,160271,Cabomba furcata,273584-2,Cabombaceae,Cabomba,furcata,,False,Cabomba furcata
NC_040202.1,genomic DNA,150713,Hemionitis truncata,77182552-1,Pteridaceae,Hemionitis,truncata,,False,Pellaea truncata
NC_042149.1,genomic DNA,152689,Crepidiastrum denticulatum,1013748-2,Asteraceae,Crepidiastrum,denticulatum,,False,Youngia denticulata
NC_042154.1,genomic DNA,153621,Allium chrysanthum,527829-1,Amaryllidaceae,Allium,chrysanthum,,False,Allium chrysanthum
NC_042155.1,genomic DNA,153710,Allium chrysocephalum,527830-1,Amaryllidaceae,Allium,chrysocephalum,,False,Allium chrysocephalum
NC_042156.1,genomic DNA,153605,Allium herderianum,528150-1,Amaryllidaceae,Allium,herderianum,,False,Allium herderianum
NC_042157.1,genomic DNA,153608,Allium maowenense,979062-1,Amaryllidaceae,Allium,maowenense,,False,Allium maowenense
NC_042158.1,genomic DNA,153697,Allium rude,528768-1,Amaryllidaceae,Allium,rude,,False,Allium rude
NC_042711.1,genomic DNA,135784,Ventenata macra,426313-1,Poaceae,Ventenata,macra,,False,Gaudinopsis macra
NC_042713.1,genomic DNA,173245,Vaccinium oldhamii,859067-1,Ericaceae,Vaccinium,oldhamii,,False,Vaccinium oldhamii
NC_042719.1,genomic DNA,158311,Laguncularia racemosa,170672-1,Combretaceae,Laguncularia,racemosa,,False,Laguncularia racemosa
NC_042720.1,genomic DNA,163330,Hydnocarpus hainanensis,365623-1,Achariaceae,Hydnocarpus,hainanensis,,False,Hydnocarpus hainanensis
NC_058808.1,genomic DNA,154124,Primula waltonii,702784-1,Primulaceae,Primula,waltonii,,False,Primula waltonii
NC_058809.1,genomic DNA,154245,Paraboea wenshanensis,60476045-2,Gesneriaceae,Paraboea,wenshanensis,,False,Paraboea wenshanensis
NC_058810.1,genomic DNA,153510,Paraboea dolomitica,77210596-1,Gesneriaceae,Paraboea,dolomitica,,False,Paraboea dolomitica
NC_058812.1,genomic DNA,153564,Paraboea swinhoei,914383-1,Gesneriaceae,Paraboea,swinhoei,,False,Paraboea swinhoei
NC_058814.1,genomic DNA,153398,Paraboea martini,382145-1,Gesneriaceae,Paraboea,martini,,False,Paraboea clavisepala
NC_058815.1,genomic DNA,153505,Paraboea glutinosa,999498-1,Gesneriaceae,Paraboea,glutinosa,,False,Paraboea glutinosa
NC_058816.1,genomic DNA,153406,Paraboea dictyoneura,914359-1,Gesneriaceae,Paraboea,dictyoneura,,False,Paraboea dictyoneura
NC_058818.1,genomic DNA,153580,Paraboea martini,382145-1,Gesneriaceae,Paraboea,martini,,False,Paraboea martinii
NC_045347.1,genomic DNA,157229,Eriobotrya obovata,724805-1,Rosaceae,Eriobotrya,obovata,,False,Eriobotrya obovata
NC_045348.1,genomic DNA,159488,Eriobotrya salwinensis,724815-1,Rosaceae,Eriobotrya,salwinensis,,False,Eriobotrya salwinensis
NC_045349.1,genomic DNA,159450,Eriobotrya seguinii,724816-1,Rosaceae,Eriobotrya,seguinii,,False,Eriobotrya seguinii
NC_045351.1,genomic DNA,159528,Rhaphiolepis major,731400-1,Rosaceae,Rhaphiolepis,major,,False,Rhaphiolepis major
NC_045352.1,genomic DNA,160201,Photinia lochengensis,727406-1,Rosaceae,Photinia,lochengensis,,False,Photinia lochengensis
NC_045354.1,genomic DNA,160184,Photinia lanuginosa,727402-1,Rosaceae,Photinia,lanuginosa,,False,Photinia lanuginosa
NC_045355.1,genomic DNA,160333,Photinia prionophylla,727436-1,Rosaceae,Photinia,prionophylla,,False,Photinia prionophylla
NC_049883.1,genomic DNA,159259,Ulmus parvifolia,302296-2,Ulmaceae,Ulmus,parvifolia,,False,Ulmus parvifolia
NC_050646.1,genomic DNA,157501,Styrax fortunei,322454-2,Styracaceae,Styrax,fortunei,,False,Styrax dasyanthus
NC_060982.1,genomic DNA,157213,Anemonastrum flaccidum,60476962-2,Ranunculaceae,Anemonastrum,flaccidum,,False,Anemone flaccida
NC_060983.1,genomic DNA,159497,Hepatica americana var. acuta,77330585-1,Ranunculaceae,Hepatica,americana,acuta,False,Hepatica acutiloba
NC_060984.1,genomic DNA,159805,Hepatica americana,711389-1,Ranunculaceae,Hepatica,americana,,False,Hepatica americana
NC_060986.1,genomic DNA,160635,Hepatica nobilis,711404-1,Ranunculaceae,Hepatica,nobilis,,False,Hepatica nobilis
NC_060991.1,genomic DNA,157186,Cheniella didyma,77165913-1,Fabaceae,Cheniella,didyma,,False,Cheniella didyma
NC_052918.1,genomic DNA,152431,Aster flaccidus,181223-1,Asteraceae,Aster,flaccidus,,False,Aster flaccidus
NC_052919.1,genomic DNA,156469,Viola philippica,868955-1,Violaceae,Viola,philippica,,False,Viola philippica
NC_052920.1,genomic DNA,86727,Cuscuta campestris,72786-2,Convolvulaceae,Cuscuta,campestris,,False,Cuscuta campestris
NC_052921.1,genomic DNA,158762,Carpinus tibetana,60476297-2,Betulaceae,Carpinus,tibetana,,False,Carpinus tibetana
NC_052744.1,genomic DNA,151407,Hopea reticulata,320985-1,Dipterocarpaceae,Hopea,reticulata,,False,Hopea reticulata
NC_052792.1,genomic DNA,153107,Lilium sulphureum,537808-1,Liliaceae,Lilium,sulphureum,,False,Lilium sulphureum
NC_069944.1,genomic DNA,154137,Buddleja forrestii,545753-1,Scrophulariaceae,Buddleja,forrestii,,False,Buddleja forrestii
NC_069945.1,genomic DNA,160257,Vincetoxicum hirsutum,102807-1,Apocynaceae,Vincetoxicum,hirsutum,,False,Vincetoxicum lindleyi
NC_069946.1,genomic DNA,160970,Sabia dielsii,776409-1,Sabiaceae,Sabia,dielsii,,False,Sabia dielsii
NC_069948.1,genomic DNA,162209,Sabia japonica,776427-1,Sabiaceae,Sabia,japonica,,False,Sabia japonica
NC_021449.1,genomic DNA,152113,Utricularia gibba,526777-1,Lentibulariaceae,Utricularia,gibba,,False,Utricularia gibba
NC_030482.1,genomic DNA,158763,Leitneria floridana,526149-1,Simaroubaceae,Leitneria,floridana,,False,Leitneria floridana
NC_031826.2,genomic DNA,158963,Nymphaea jamesoniana,605588-1,Nymphaeaceae,Nymphaea,jamesoniana,,False,Nymphaea jamesoniana
NC_053693.1,genomic DNA,157987,Prunus apetala,50959532-1,Rosaceae,Prunus,apetala,,False,Prunus apetala
NC_053765.1,genomic DNA,155940,Geum macrophyllum,725291-1,Rosaceae,Geum,macrophyllum,,True,Geum macrophyllum
NC_053833.1,genomic DNA,160772,Ficus curtipes,583403-1,Moraceae,Ficus,curtipes,,False,Ficus curtipes
NC_035592.1,genomic DNA,151655,Lilium bakerianum,537472-1,Liliaceae,Lilium,bakerianum,,False,Lilium bakerianum
NC_022398.1,genomic DNA,160164,Eucalyptus camaldulensis,592777-1,Myrtaceae,Eucalyptus,camaldulensis,,False,Eucalyptus camaldulensis
NC_022400.1,genomic DNA,161071,Eucalyptus spathulata,593369-1,Myrtaceae,Eucalyptus,spathulata,,False,Eucalyptus spathulata
NC_022404.1,genomic DNA,160225,Eucalyptus microcorys,593124-1,Myrtaceae,Eucalyptus,microcorys,,False,Eucalyptus microcorys
NC_022408.1,genomic DNA,160045,Corymbia maculata,986338-1,Myrtaceae,Corymbia,maculata,,False,Corymbia maculata
NC_022409.1,genomic DNA,160012,Corymbia eximia,986334-1,Myrtaceae,Corymbia,eximia,,False,Corymbia eximia
NC_022412.1,genomic DNA,160326,Angophora costata,590640-1,Myrtaceae,Angophora,costata,,False,Angophora costata
NC_037758.1,genomic DNA,159777,Ulmus chenmoui,77099084-1,Ulmaceae,Ulmus,chenmoui,,False,Ulmus chenmoui
NC_039412.1,genomic DNA,155303,Solanum aureitomentosum,238379-2,Solanaceae,Solanum,aureitomentosum,,False,Solanum aureitomentosum
NC_042159.1,genomic DNA,153673,Allium xichuanense,529151-1,Amaryllidaceae,Allium,xichuanense,,False,Allium xichuanense
NC_042160.1,genomic DNA,157999,Diospyros hainanensis,322473-1,Ebenaceae,Diospyros,hainanensis,,False,Diospyros hainanensis
NC_042161.1,genomic DNA,157946,Diospyros maclurei,322644-1,Ebenaceae,Diospyros,maclurei,,False,Diospyros maclurei
NC_042162.1,genomic DNA,151669,Clinacanthus nutans,46937-1,Acanthaceae,Clinacanthus,nutans,,False,Clinacanthus nutans
NC_042167.1,genomic DNA,165611,Berberis fortunei,106663-1,Berberidaceae,Berberis,fortunei,,False,Berberis fortunei
NC_042725.1,genomic DNA,151097,Artemisia chinensis,179341-1,Asteraceae,Artemisia,chinensis,,False,Crossostephium chinense
NC_042726.1,genomic DNA,154804,Allium monanthum,528433-1,Amaryllidaceae,Allium,monanthum,,False,Allium monanthum
NC_042727.1,genomic DNA,153167,Phryma leptostachya,282742-2,Phrymaceae,Phryma,leptostachya,,False,Phryma leptostachya
NC_058820.1,genomic DNA,153487,Paraboea filipes,914363-1,Gesneriaceae,Paraboea,filipes,,False,Paraboea filipes
NC_058821.1,genomic DNA,160978,Vitis baihuashanensis,971309-1,Vitaceae,Vitis,baihuashanensis,,False,Vitis baihuashanensis
NC_058822.1,genomic DNA,158740,Dendrolirium lasiopetalum,77104574-1,Orchidaceae,Dendrolirium,lasiopetalum,,False,Eria lasiopetala
NC_058823.1,genomic DNA,151555,Toxicopueraria peduncularis,77148236-1,Fabaceae,Toxicopueraria,peduncularis,,False,Toxicopueraria peduncularis
NC_058824.1,genomic DNA,150551,Dendrosenecio elgonensis,971841-1,Asteraceae,Dendrosenecio,elgonensis,,False,Dendrosenecio elgonensis
NC_058826.1,genomic DNA,153753,Leptochilus decurrens,17132550-1,Polypodiaceae,Leptochilus,decurrens,,False,Leptochilus decurrens
NC_058827.1,genomic DNA,152863,Actinodaphne lecomtei,462274-1,Lauraceae,Actinodaphne,lecomtei,,False,Actinodaphne lecomtei
NC_058829.1,genomic DNA,152814,Phoebe tavoyana,468491-1,Lauraceae,Phoebe,tavoyana,,False,Phoebe tavoyana
NC_045356.1,genomic DNA,159563,Cotoneaster buxifolius,722436-1,Rosaceae,Cotoneaster,buxifolius,,True,Cotoneaster buxifolius
NC_045357.1,genomic DNA,159548,Cotoneaster horizontalis,722522-1,Rosaceae,Cotoneaster,horizontalis,,False,Cotoneaster horizontalis
NC_045359.1,genomic DNA,159525,Cotoneaster rubens,722665-1,Rosaceae,Cotoneaster,rubens,,False,Cotoneaster rubens
NC_060994.1,genomic DNA,157446,Cornus sunhangii,77200598-1,Cornaceae,Cornus,sunhangii,,False,Cornus sunhangii
NC_060996.1,genomic DNA,158187,Blyxa aubertii,431616-1,Hydrocharitaceae,Blyxa,aubertii,,False,Blyxa aubertii
NC_060997.1,genomic DNA,156995,Ottelia acuminata,431848-1,Hydrocharitaceae,Ottelia,acuminata,,False,Ottelia acuminata
NC_060998.1,genomic DNA,156816,Ottelia acuminata,431848-1,Hydrocharitaceae,Ottelia,acuminata,,False,Ottelia acuminata
NC_028421.1,genomic DNA,117861,Pinus bungeana,262822-1,Pinaceae,Pinus,bungeana,,False,Pinus bungeana
NC_028422.1,genomic DNA,157393,Bletilla striata,617803-1,Orchidaceae,Bletilla,striata,,False,Bletilla striata
NC_052849.1,genomic DNA,156751,Eleutherococcus trifoliatus,90440-1,Araliaceae,Eleutherococcus,trifoliatus,,False,Eleutherococcus trifoliatus
NC_052863.1,genomic DNA,155618,Lysimachia hemsleyana,701157-1,Primulaceae,Lysimachia,hemsleyana,,False,Lysimachia hemsleyana
NC_052874.1,genomic DNA,152804,Swertia souliei,371087-1,Gentianaceae,Swertia,souliei,,False,Swertia souliei
NC_069950.1,genomic DNA,162030,Sabia schumanniana,776462-1,Sabiaceae,Sabia,schumanniana,,False,Sabia schumanniana
NC_069951.1,genomic DNA,161592,Sabia swinhoei,776468-1,Sabiaceae,Sabia,swinhoei,,False,Sabia swinhoei
NC_069954.1,genomic DNA,153654,Paphiopedilum agusii,60474070-2,Orchidaceae,Paphiopedilum,agusii,,False,Paphiopedilum agusii
NC_069955.1,genomic DNA,159468,Paphiopedilum,327473-2,Orchidaceae,Paphiopedilum,,,False,Paphiopedilum x
NC_069956.1,genomic DNA,154493,Paphiopedilum argus,649716-1,Orchidaceae,Paphiopedilum,argus,,False,Paphiopedilum argus
NC_069957.1,genomic DNA,158590,Paphiopedilum barbatum,649717-1,Orchidaceae,Paphiopedilum,barbatum,,False,Paphiopedilum barbatum
NC_032031.1,genomic DNA,160404,Oxyria sinensis,694864-1,Polygonaceae,Oxyria,sinensis,,False,Oxyria sinensis
NC_032033.1,genomic DNA,135584,Chloris truncata,396056-1,Poaceae,Chloris,truncata,,False,Chloris truncata
NC_032034.1,genomic DNA,134561,Chloris virgata,396063-1,Poaceae,Chloris,virgata,,True,Chloris virgata
NC_032040.1,genomic DNA,157074,Adoxa corydalifolia,77184248-1,Viburnaceae,Adoxa,corydalifolia,,False,Sinadoxa corydalifolia
NC_024019.1,genomic DNA,152221,Dendrobium officinale,628140-1,Orchidaceae,Dendrobium,officinale,,False,Dendrobium officinale
NC_053840.1,genomic DNA,149185,Gentiana manshurica,368483-1,Gentianaceae,Gentiana,manshurica,,False,Gentiana manshurica
NC_053888.1,genomic DNA,154871,Bupleurum euphorbioides,839142-1,Apiaceae,Bupleurum,euphorbioides,,False,Bupleurum euphorbioides
NC_022380.1,genomic DNA,159724,Eucalyptus delegatensis,592873-1,Myrtaceae,Eucalyptus,delegatensis,,False,Eucalyptus delegatensis
NC_022385.1,genomic DNA,159899,Eucalyptus elata,592904-1,Myrtaceae,Eucalyptus,elata,,False,Eucalyptus elata
NC_022389.1,genomic DNA,160187,Eucalyptus patens,593220-1,Myrtaceae,Eucalyptus,patens,,False,Eucalyptus patens
NC_022392.1,genomic DNA,160386,Eucalyptus melliodora,593117-1,Myrtaceae,Eucalyptus,melliodora,,False,Eucalyptus melliodora
NC_022135.1,genomic DNA,113536,Aegilops speltoides,384645-1,Poaceae,Aegilops,speltoides,,False,Aegilops speltoides
NC_037883.1,genomic DNA,160137,Daphniphyllum pentandrum,344255-1,Daphniphyllaceae,Daphniphyllum,pentandrum,,False,Daphniphyllum oldhamii
NC_037911.1,genomic DNA,161354,Ipomoea hederacea,268998-1,Convolvulaceae,Ipomoea,hederacea,,True,Ipomoea hederacea
NC_037912.1,genomic DNA,161492,Ipomoea lacunosa,269155-1,Convolvulaceae,Ipomoea,lacunosa,,False,Ipomoea lacunosa
NC_037913.1,genomic DNA,161750,Ipomoea triloba,129763-2,Convolvulaceae,Ipomoea,triloba,,True,Ipomoea triloba
NC_042176.1,genomic DNA,130668,Thuja sutchuenensis,320936-2,Cupressaceae,Thuja,sutchuenensis,,False,Thuja sutchuenensis
NC_042177.1,genomic DNA,131602,Thuja occidentalis,263956-1,Cupressaceae,Thuja,occidentalis,,False,Thuja occidentalis
NC_042178.1,genomic DNA,158872,Patrinia scabiosifolia,859466-1,Caprifoliaceae,Patrinia,scabiosifolia,,True,Patrinia scabiosifolia
NC_042739.1,genomic DNA,156313,Heptacodium miconioides,148517-1,Caprifoliaceae,Heptacodium,miconioides,,False,Heptacodium miconioides
NC_042740.1,genomic DNA,159266,Dillenia indica,316684-1,Dilleniaceae,Dillenia,indica,,False,Dillenia indica
NC_042744.1,genomic DNA,153252,Chimonanthus praecox,139248-1,Calycanthaceae,Chimonanthus,praecox,,False,Chimonanthus praecox
NC_042745.1,genomic DNA,153250,Chimonanthus nitens,139245-1,Calycanthaceae,Chimonanthus,nitens,,False,Chimonanthus nitens
NC_058830.1,genomic DNA,156253,Thalictrum aquilegiifolium,714234-1,Ranunculaceae,Thalictrum,aquilegiifolium,,False,Thalictrum aquilegiifolium
NC_058832.1,genomic DNA,160503,Paphiopedilum barbigerum,649718-1,Orchidaceae,Paphiopedilum,barbigerum,,False,Paphiopedilum barbigerum
NC_058833.1,genomic DNA,156567,Paphiopedilum bellatulum,649720-1,Orchidaceae,Paphiopedilum,bellatulum,,False,Paphiopedilum bellatulum
NC_058834.1,genomic DNA,155886,Paphiopedilum henryanum,932456-1,Orchidaceae,Paphiopedilum,henryanum,,False,Paphiopedilum henryanum
NC_058835.1,genomic DNA,161189,Betula hainanensis,77145107-1,Betulaceae,Betula,hainanensis,,False,Betula hainanensis
NC_058836.1,genomic DNA,122231,Taxillus levinei,913402-1,Loranthaceae,Taxillus,levinei,,False,Taxillus levinei
NC_058837.1,genomic DNA,122812,Taxillus pseudochinensis,552165-1,Loranthaceae,Taxillus,pseudochinensis,,False,Taxillus pseudochinensis
NC_058838.1,genomic DNA,123074,Taxillus liquidambaricola,552150-1,Loranthaceae,Taxillus,liquidambaricola,,False,Taxillus liquidambaricola
NC_035671.1,genomic DNA,160207,Malus trilobata,726424-1,Rosaceae,Malus,trilobata,,False,Malus trilobata
NC_035672.1,genomic DNA,160034,Macromeles tschonoskii,726203-1,Rosaceae,Macromeles,tschonoskii,,False,Malus tschonoskii
NC_024643.2,genomic DNA,139891,Echinochloa oryzicola,1172036-2,Poaceae,Echinochloa,oryzicola,,False,Echinochloa oryzicola
NC_058687.1,genomic DNA,137458,Gentiana arethusae,367800-1,Gentianaceae,Gentiana,arethusae,,False,Gentiana arethusae
NC_058688.1,genomic DNA,156129,Casuarina cunninghamiana,159845-1,Casuarinaceae,Casuarina,cunninghamiana,,False,Casuarina cunninghamiana
NC_058689.1,genomic DNA,152791,Phoebe hunanensis,468370-1,Lauraceae,Phoebe,hunanensis,,False,Phoebe hunanensis
NC_058691.1,genomic DNA,156763,Stylosanthes guianensis,1020451-2,Fabaceae,Stylosanthes,guianensis,,False,Stylosanthes guianensis
NC_058692.1,genomic DNA,155836,Aconitum piepunense,707701-1,Ranunculaceae,Aconitum,piepunense,,False,Aconitum piepunense
NC_058693.1,genomic DNA,173364,Ormosia purpureiflora,510778-1,Fabaceae,Ormosia,purpureiflora,,False,Ormosia purpureiflora
NC_036510.1,genomic DNA,160983,Vitis ficifolia,68712-1,Vitaceae,Vitis,ficifolia,,False,Vitis ficifolia
NC_036807.1,genomic DNA,158844,Momordica charantia,293413-1,Cucurbitaceae,Momordica,charantia,,False,Momordica charantia
NC_036808.1,genomic DNA,157145,Lagenaria siceraria,134809-2,Cucurbitaceae,Lagenaria,siceraria,,False,Lagenaria siceraria
NC_036810.2,genomic DNA,152040,Ambrosia trifida,315739-2,Asteraceae,Ambrosia,trifida,,False,Ambrosia trifida
NC_036812.1,genomic DNA,150636,Gymnocarpos przewalskii,434757-1,Caryophyllaceae,Gymnocarpos,przewalskii,,False,Gymnocarpos przewalskii
NC_036813.1,genomic DNA,139599,Oldeania alpina,77131105-1,Poaceae,Oldeania,alpina,,False,Oldeania alpina
NC_036814.1,genomic DNA,139502,Chimonobambusa tumidissinoda,939878-1,Poaceae,Chimonobambusa,tumidissinoda,,False,Chimonobambusa tumidissinoda
NC_024662.1,genomic DNA,157076,Camellia pubicosta,829963-1,Theaceae,Camellia,pubicosta,,False,Camellia pubicosta
NC_024663.1,genomic DNA,156971,Camellia reticulata,828540-1,Theaceae,Camellia,reticulata,,False,Camellia reticulata
NC_024668.1,genomic DNA,139394,Bambusa multiplex,1097548-2,Poaceae,Bambusa,multiplex,,False,Bambusa multiplex
NC_037717.1,genomic DNA,153870,Dioscorea collettii,317817-1,Dioscoreaceae,Dioscorea,collettii,,False,Dioscorea collettii
NC_058699.1,genomic DNA,156123,Phyllagathis hainanensis,914417-1,Melastomataceae,Phyllagathis,hainanensis,,False,Phyllagathis hainanensis
NC_046786.1,genomic DNA,160618,Pistacia chinensis,70242-1,Anacardiaceae,Pistacia,chinensis,,False,Pistacia chinensis
NC_046870.1,genomic DNA,157614,Cyclantheropsis parviflora,292535-1,Cucurbitaceae,Cyclantheropsis,parviflora,,False,Cyclantheropsis parviflora
NC_046824.1,genomic DNA,156342,Rosa laevigata,2970774-4,Rosaceae,Rosa,laevigata,,True,Rosa laevigata
NC_046698.1,genomic DNA,136028,Triticum  zhukovskyi,426029-1,Poaceae,Triticum,zhukovskyi,,False,Triticum zhukovskyi
